date,TB_M3
20140821,0.02
20140822,0.03
20140825,0.04
20140826,0.03
20140827,0.04
20140828,0.03
20140829,0.03
20140901,
20140902,0.03
20140903,0.03
20140904,0.03
20140905,0.03
20140908,0.02
20140909,0.02
20140910,0.02
20140911,0.02
20140912,0.02
20140915,0.02
20140916,0.02
20140917,0.02
20140918,0.02
20140919,0.02
20140922,0.01
20140923,0.01
20140924,0.02
20140925,0.01
20140926,0.01
20140929,0.02
20140930,0.02
20141001,0.02
20141002,0.01
20141003,0.01
20141006,0.02
20141007,0.02
20141008,0.01
20141009,0.01
20141010,0.01
20141013,
20141014,0.02
20141015,0.02
20141016,0.03
20141017,0.02
20141020,0.02
20141021,0.02
20141022,0.02
20141023,0.01
20141024,0.01
20141027,0.02
20141028,0.02
20141029,0.03
20141030,0.01
20141031,0.01
20141103,0.02
20141104,0.03
20141105,0.03
20141106,0.03
20141107,0.03
20141110,0.02
20141111,
20141112,0.02
20141113,0.02
20141114,0.02
20141117,0.03
20141118,0.02
20141119,0.01
20141120,0.02
20141121,0.01
20141124,0.02
20141125,0.02
20141126,0.02
20141127,
20141128,0.02
20141201,0.03
20141202,0.03
20141203,0.01
20141204,0.02
20141205,0.02
20141208,0.03
20141209,0.04
20141210,0.03
20141211,0.03
20141212,0.02
20141215,0.04
20141216,0.03
20141217,0.03
20141218,0.04
20141219,0.04
20141222,0.05
20141223,0.03
20141224,0.01
20141225,
20141226,0.01
20141229,0.03
20141230,0.03
20141231,0.04
20150101,
20150102,0.02
20150105,0.03
20150106,0.03
20150107,0.03
20150108,0.03
20150109,0.02
20150112,0.03
20150113,0.03
20150114,0.04
20150115,0.03
20150116,0.03
20150119,
20150120,0.03
20150121,0.03
20150122,0.03
20150123,0.02
20150126,0.03
20150127,0.02
20150128,0.02
20150129,0.03
20150130,0.02
20150202,0.02
20150203,0.02
20150204,0.01
20150205,0.02
20150206,0.02
20150209,0.01
20150210,0.01
20150211,0.01
20150212,0.02
20150213,0.01
20150216,
20150217,0.02
20150218,0.02
20150219,0.02
20150220,0.02
20150223,0.02
20150224,0.02
20150225,0.02
20150226,0.03
20150227,0.02
20150302,0.02
20150303,0.02
20150304,0.01
20150305,0.02
20150306,0.01
20150309,0.02
20150310,0.02
20150311,0.03
20150312,0.03
20150313,0.03
20150316,0.05
20150317,0.05
20150318,0.03
20150319,0.03
20150320,0.01
20150323,0.03
20150324,0.02
20150325,0.04
20150326,0.03
20150327,0.04
20150330,0.04
20150331,0.03
20150401,0.03
20150402,0.02
20150403,0.02
20150406,0.03
20150407,0.02
20150408,0.03
20150409,0.03
20150410,0.02
20150413,0.03
20150414,0.02
20150415,0.02
20150416,0.02
20150417,0.01
20150420,0.03
20150421,0.03
20150422,0.03
20150423,0.03
20150424,0.03
20150427,0.02
20150428,0.02
20150429,0.01
20150430,0.01
20150501,0.01
20150504,0.02
20150505,0.01
20150506,0.02
20150507,0.01
20150508,0.01
20150511,0.02
20150512,0.03
20150513,0.02
20150514,0.01
20150515,0.02
20150518,0.02
20150519,0.02
20150520,0.02
20150521,0.02
20150522,0.02
20150525,
20150526,0.02
20150527,0.01
20150528,0.01
20150529,0.01
20150601,0.02
20150602,0.01
20150603,0.02
20150604,0.02
20150605,0.03
20150608,0.02
20150609,0.02
20150610,0.02
20150611,0.01
20150612,0.02
20150615,0.02
20150616,0.01
20150617,0.01
20150618,0.01
20150619,0.01
20150622,0.01
20150623,0.01
20150624,0.01
20150625,0.01
20150626,0.01
20150629,0.02
20150630,0.01
20150701,0.01
20150702,0.01
20150703,
20150706,0.02
20150707,0.02
20150708,0.02
20150709,0.03
20150710,0.01
20150713,0.02
20150714,0.01
20150715,0.02
20150716,0.02
20150717,0.03
20150720,0.04
20150721,0.03
20150722,0.04
20150723,0.03
20150724,0.04
20150727,0.05
20150728,0.05
20150729,0.06
20150730,0.07
20150731,0.08
20150803,0.08
20150804,0.08
20150805,0.08
20150806,0.04
20150807,0.06
20150810,0.12
20150811,0.1
20150812,0.1
20150813,0.1
20150814,0.09
20150817,0.1
20150818,0.07
20150819,0.05
20150820,0.02
20150821,0.03
20150824,0.06
20150825,0.07
20150826,0.06
20150827,0.06
20150828,0.06
20150831,0.08
20150901,0.03
20150902,0.03
20150903,0.02
20150904,0.02
20150907,
20150908,0.06
20150909,0.03
20150910,0.02
20150911,0.04
20150914,0.07
20150915,0.07
20150916,0.06
20150917,0.01
20150918,-0.01
20150921,0.01
20150922,-0.01
20150923,0.01
20150924,0.01
20150925,-0.01
20150928,0.01
20150929,0.01
20150930,-0.01
20151001,-0.02
20151002,0
20151005,0.01
20151006,0
20151007,0
20151008,-0.01
20151009,0.01
20151012,
20151013,0.01
20151014,0
20151015,0.01
20151016,0.01
20151019,0.02
20151020,0.02
20151021,0.01
20151022,0
20151023,0.01
20151026,0.02
20151027,0.03
20151028,0.04
20151029,0.07
20151030,0.08
20151102,0.08
20151103,0.06
20151104,0.05
20151105,0.05
20151106,0.08
20151109,0.14
20151110,0.13
20151111,
20151112,0.14
20151113,0.13
20151116,0.15
20151117,0.14
20151118,0.12
20151119,0.11
20151120,0.11
20151123,0.14
20151124,0.16
20151125,0.19
20151126,
20151127,0.17
20151130,0.22
20151201,0.21
20151202,0.21
20151203,0.21
20151204,0.22
20151207,0.29
20151208,0.27
20151209,0.26
20151210,0.24
20151211,0.22
20151214,0.26
20151215,0.25
20151216,0.27
20151217,0.23
20151218,0.19
20151221,0.24
20151222,0.21
20151223,0.2
20151224,0.2
20151225,
20151228,0.23
20151229,0.23
20151230,0.21
20151231,0.16
20160101,
20160104,0.22
20160105,0.2
20160106,0.21
20160107,0.2
20160108,0.2
20160111,0.21
20160112,0.21
20160113,0.22
20160114,0.25
20160115,0.23
20160118,
20160119,0.26
20160120,0.26
20160121,0.28
20160122,0.3
20160125,0.31
20160126,0.31
20160127,0.32
20160128,0.34
20160129,0.32
20160201,0.35
20160202,0.34
20160203,0.33
20160204,0.29
20160205,0.29
20160208,0.32
20160209,0.3
20160210,0.31
20160211,0.28
20160212,0.29
20160215,
20160216,0.3
20160217,0.3
20160218,0.3
20160219,0.3
20160222,0.33
20160223,0.32
20160224,0.33
20160225,0.32
20160226,0.32
20160229,0.33
20160301,0.33
20160302,0.35
20160303,0.27
20160304,0.28
20160307,0.32
20160308,0.29
20160309,0.3
20160310,0.31
20160311,0.32
20160314,0.34
20160315,0.34
20160316,0.31
20160317,0.29
20160318,0.29
20160321,0.31
20160322,0.3
20160323,0.3
20160324,0.29
20160325,
20160328,0.29
20160329,0.23
20160330,0.2
20160331,0.21
20160401,0.23
20160404,0.23
20160405,0.23
20160406,0.23
20160407,0.23
20160408,0.23
20160411,0.23
20160412,0.22
20160413,0.23
20160414,0.22
20160415,0.22
20160418,0.22
20160419,0.21
20160420,0.23
20160421,0.23
20160422,0.23
20160425,0.25
20160426,0.24
20160427,0.24
20160428,0.22
20160429,0.22
20160502,0.22
20160503,0.21
20160504,0.19
20160505,0.2
20160506,0.19
20160509,0.24
20160510,0.24
20160511,0.26
20160512,0.27
20160513,0.28
20160516,0.28
20160517,0.28
20160518,0.3
20160519,0.3
20160520,0.32
20160523,0.35
20160524,0.35
20160525,0.33
20160526,0.3
20160527,0.31
20160530,
20160531,0.34
20160601,0.3
20160602,0.28
20160603,0.29
20160606,0.28
20160607,0.28
20160608,0.24
20160609,0.25
20160610,0.25
20160613,0.27
20160614,0.27
20160615,0.26
20160616,0.27
20160617,0.26
20160620,0.28
20160621,0.27
20160622,0.27
20160623,0.3
20160624,0.26
20160627,0.27
20160628,0.26
20160629,0.26
20160630,0.26
20160701,0.27
20160704,
20160705,0.28
20160706,0.27
20160707,0.29
20160708,0.27
20160711,0.31
20160712,0.29
20160713,0.31
20160714,0.31
20160715,0.31
20160718,0.32
20160719,0.31
20160720,0.32
20160721,0.31
20160722,0.32
20160725,0.32
20160726,0.31
20160727,0.31
20160728,0.25
20160729,0.27
20160801,0.29
20160802,0.29
20160803,0.28
20160804,0.26
20160805,0.27
20160808,0.31
20160809,0.29
20160810,0.28
20160811,0.28
20160812,0.28
20160815,0.31
20160816,0.27
20160817,0.3
20160818,0.29
20160819,0.29
20160822,0.29
20160823,0.3
20160824,0.31
20160825,0.33
20160826,0.33
20160829,0.33
20160830,0.33
20160831,0.33
20160901,0.33
20160902,0.32
20160905,
20160906,0.32
20160907,0.34
20160908,0.34
20160909,0.34
20160912,0.37
20160913,0.36
20160914,0.33
20160915,0.29
20160916,0.29
20160919,0.3
20160920,0.3
20160921,0.22
20160922,0.18
20160923,0.18
20160926,0.25
20160927,0.26
20160928,0.27
20160929,0.26
20160930,0.28
20161003,0.32
20161004,0.33
20161005,0.32
20161006,0.32
20161007,0.32
20161010,
20161011,0.35
20161012,0.36
20161013,0.29
20161014,0.31
20161017,0.34
20161018,0.34
20161019,0.34
20161020,0.34
20161021,0.33
20161024,0.33
20161025,0.34
20161026,0.33
20161027,0.29
20161028,0.29
20161031,0.34
20161101,0.35
20161102,0.36
20161103,0.37
20161104,0.37
20161107,0.41
20161108,0.43
20161109,0.44
20161110,0.47
20161111,
20161114,0.54
20161115,0.5
20161116,0.46
20161117,0.43
20161118,0.43
20161121,0.46
20161122,0.48
20161123,0.5
20161124,
20161125,0.48
20161128,0.48
20161129,0.48
20161130,0.48
20161201,0.47
20161202,0.48
20161205,0.49
20161206,0.49
20161207,0.51
20161208,0.5
20161209,0.53
20161212,0.51
20161213,0.54
20161214,0.54
20161215,0.5
20161216,0.5
20161219,0.52
20161220,0.52
20161221,0.51
20161222,0.5
20161223,0.51
20161226,
20161227,0.51
20161228,0.52
20161229,0.46
20161230,0.5
20170102,
20170103,0.53
20170104,0.52
20170105,0.51
20170106,0.52
20170109,0.5
20170110,0.51
20170111,0.51
20170112,0.51
20170113,0.52
20170116,
20170117,0.54
20170118,0.52
20170119,0.51
20170120,0.49
20170123,0.51
20170124,0.5
20170125,0.49
20170126,0.5
20170127,0.51
20170130,0.51
20170131,0.52
20170201,0.5
20170202,0.51
20170203,0.5
20170206,0.53
20170207,0.53
20170208,0.53
20170209,0.53
20170210,0.54
20170213,0.52
20170214,0.54
20170215,0.53
20170216,0.52
20170217,0.52
20170220,
20170221,0.53
20170222,0.52
20170223,0.51
20170224,0.51
20170227,0.5
20170228,0.53
20170301,0.62
20170302,0.66
20170303,0.7
20170306,0.73
20170307,0.75
20170308,0.72
20170309,0.72
20170310,0.73
20170313,0.78
20170314,0.77
20170315,0.72
20170316,0.72
20170317,0.72
20170320,0.75
20170321,0.76
20170322,0.76
20170323,0.75
20170324,0.77
20170327,0.77
20170328,0.77
20170329,0.77
20170330,0.77
20170331,0.75
20170403,0.78
20170404,0.78
20170405,0.79
20170406,0.78
20170407,0.81
20170410,0.81
20170411,0.81
20170412,0.8
20170413,0.8
20170414,
20170417,0.82
20170418,0.81
20170419,0.8
20170420,0.78
20170421,0.78
20170424,0.8
20170425,0.81
20170426,0.82
20170427,0.8
20170428,0.79
20170501,0.82
20170502,0.81
20170503,0.84
20170504,0.84
20170505,0.88
20170508,0.9
20170509,0.9
20170510,0.89
20170511,0.87
20170512,0.86
20170515,0.89
20170516,0.89
20170517,0.89
20170518,0.91
20170519,0.9
20170522,0.92
20170523,0.91
20170524,0.92
20170525,0.92
20170526,0.92
20170529,
20170530,0.92
20170531,0.96
20170601,0.96
20170602,0.96
20170605,0.95
20170606,0.96
20170607,0.98
20170608,0.99
20170609,0.99
20170612,0.97
20170613,0.99
20170614,0.99
20170615,1
20170616,1.01
20170619,1.01
20170620,1
20170621,0.97
20170622,0.94
20170623,0.95
20170626,0.98
20170627,0.99
20170628,1
20170629,1.02
20170630,1.01
20170703,1.04
20170704,
20170705,1.03
20170706,1.02
20170707,1.03
20170710,1.03
20170711,1.03
20170712,1.03
20170713,1.03
20170714,1.02
20170717,1.05
20170718,1.05
20170719,1.09
20170720,1.13
20170721,1.14
20170724,1.15
20170725,1.16
20170726,1.11
20170727,1.09
20170728,1.06
20170731,1.05
20170801,1.06
20170802,1.06
20170803,1.06
20170804,1.06
20170807,1.01
20170808,1.04
20170809,1.04
20170810,1.03
20170811,1.01
20170814,1.01
20170815,1.02
20170816,1
20170817,0.98
20170818,1
20170821,0.99
20170822,0.99
20170823,0.98
20170824,1
20170825,1.01
20170828,0.97
20170829,1.01
20170830,1.01
20170831,0.99
20170901,1
20170904,
20170905,1.01
20170906,1.05
20170907,1.03
20170908,1.02
20170911,1.04
20170912,1.02
20170913,1.02
20170914,1.03
20170915,1.03
20170918,1.04
20170919,1.03
20170920,1.02
20170921,1.02
20170922,1.01
20170925,1.04
20170926,1.05
20170927,1.05
20170928,1.04
20170929,1.04
20171002,1
20171003,1.05
20171004,1.06
20171005,1.05
20171006,1.05
20171009,
20171010,1.06
20171011,1.08
20171012,1.07
20171013,1.07
20171016,1.09
20171017,1.07
20171018,1.07
20171019,1.08
20171020,1.09
20171023,1.08
20171024,1.1
20171025,1.1
20171026,1.09
20171027,1.08
20171030,1.1
20171031,1.13
20171101,1.16
20171102,1.15
20171103,1.16
20171106,1.17
20171107,1.2
20171108,1.21
20171109,1.22
20171110,1.21
20171113,1.22
20171114,1.24
20171115,1.23
20171116,1.25
20171117,1.26
20171120,1.28
20171121,1.28
20171122,1.27
20171123,
20171124,1.26
20171127,1.25
20171128,1.28
20171129,1.27
20171130,1.25
20171201,1.25
20171204,1.28
20171205,1.28
20171206,1.28
20171207,1.27
20171208,1.26
20171211,1.31
20171212,1.32
20171213,1.28
20171214,1.3
20171215,1.29
20171218,1.36
20171219,1.35
20171220,1.36
20171221,1.33
20171222,1.31
20171225,
20171226,1.45
20171227,1.42
20171228,1.37
20171229,1.37
